Stock quote and option quote for ORCL on 4/13/26 17:55:59

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
155.62,N,+17.53,157.84,K,158.00,U,80 x 200,"49,717,498",139.77,155.91,139.72

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
0,1.29%,27.94,.5,Q,4/9/26,345.72,121.235,"2,876,046,000",custom expression subscription limit exceeded

Theo parameters
Theo date,Theo stock price,Theo volatility
4/13/26, 0.00$, 0.00%

17 APR 26  (4)  100
,,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,Gamma,Rho,Theta,Vega,Extrinsic,Intrinsic,High,Low,Theo Price,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,Gamma,Rho,Theta,Vega,Extrinsic,Intrinsic,High,Low,Theo Price,,
,,160,"2,765",79.14%,20.86%,739 x 974,.36,52.66%,.01,.32,-.05,.51,14.025,0,13.75,8.70,20.04,12.95,J,15.10,J,15 JAN 27,210,63.45,X,65.35,X,13,"1,032",21.48%,78.52%,73 x 364,-.62,56.20%,.00,-.79,-.04,.50,12.24,52.16,65.35,64.35,69.31,,
,,50,"7,386",81.89%,18.11%,101 x 764,.32,52.84%,.00,.29,-.05,.49,12.225,0,11.57,7.40,18.08,11.60,S,12.85,J,15 JAN 27,220,71.25,X,72.45,X,13,"2,223",18.63%,81.37%,129 x 171,-.66,55.30%,.00,-.79,-.04,.47,9.69,62.16,75.13,72.30,76.41,,
,,61,"4,347",84.52%,15.48%,423 x 38,.28,52.06%,.00,.26,-.05,.46,10.225,0,10.50,6.57,15.76,9.90,A,10.55,B,15 JAN 27,230,79.45,J,82.05,A,16,595,16.62%,83.38%,13 x 288,-.68,56.97%,.00,-.80,-.04,.46,8.59,72.16,82.25,80.55,85.27,,
,,91,"2,805",86.60%,13.40%,195 x 462,.25,52.23%,.00,.24,-.04,.44,8.90,0,8.65,6.03,14.22,8.50,X,9.30,J,15 JAN 27,240,88.10,B,90.00,A,7,588,14.56%,85.44%,21 x 256,-.71,56.94%,.00,-.78,-.04,.43,6.89,82.16,98.13,89.00,93.30,,
,,300,"8,030",88.68%,11.32%,622 x 1,.22,51.40%,.00,.21,-.04,.41,7.35,0,7.50,4.26,12.28,7.00,J,7.70,Q,15 JAN 27,250,96.85,B,99.45,J,2,"1,349",13.11%,86.89%,21 x 261,-.73,58.46%,.00,-.77,-.03,.41,5.99,92.16,101.38,101.38,102.34,,
,,131,"1,678",90.22%,9.78%,937 x 988,.20,51.59%,.00,.19,-.04,.38,6.40,0,6.33,4.25,11.09,5.85,J,6.95,J,15 JAN 27,260,105.65,X,108.50,A,<empty>,263,11.74%,88.26%,143 x 274,-.74,59.32%,.00,-.75,-.03,.39,4.915,102.16,0,0,111.11,,
,,80,"5,894",91.58%,8.42%,230 x 72,.17,51.61%,.00,.17,-.03,.35,5.525,0,5.20,3.80,9.96,5.25,X,5.80,X,15 JAN 27,270,115.05,A,117.80,J,<empty>,85,10.75%,89.25%,98 x 269,-.75,61.12%,.00,-.73,-.03,.37,4.265,112.16,0,0,120.45,,
,,39,"1,686",92.76%,7.24%,"1,143 x 1,465",.16,51.64%,.00,.15,-.03,.33,4.775,0,4.53,3.08,8.94,4.10,J,5.45,J,15 JAN 27,280,123.90,X,127.25,X,58,30,9.78%,90.22%,127 x 124,-.76,62.25%,.00,-.70,-.03,.35,3.415,122.16,127.65,126.75,129.51,,
,,120,"4,220",93.75%,6.25%,42 x 117,.14,51.73%,.00,.13,-.03,.30,4.15,0,4.20,2.55,8.07,3.95,C,4.35,T,15 JAN 27,290,133.85,A,136.90,X,2,6,9.29%,90.71%,121 x 122,-.76,65.16%,.00,-.70,-.03,.35,3.215,132.16,137.30,137.20,139.49,,
,,"1,475","17,392",94.61%,5.39%,184 x 2,.12,51.78%,.00,.12,-.03,.28,3.60,0,3.65,1.80,7.28,3.55,B,3.65,W,15 JAN 27,300,143.15,J,146.60,X,8,74,8.72%,91.28%,242 x 130,-.76,67.21%,.00,-.68,-.03,.34,2.715,142.16,146.65,146.40,149.05,,
,,4,"2,003",95.34%,4.66%,165 x 513,.11,51.87%,.00,.11,-.02,.26,3.135,0,3.15,2.17,6.59,2.87,X,3.40,J,15 JAN 27,310,153.40,X,156.40,X,11,18,8.49%,91.51%,119 x 123,-.74,70.78%,.00,-.69,-.04,.35,2.74,152.16,156.97,156.97,159.38,,
,,42,"3,065",96.02%,3.98%,306 x 102,.10,51.74%,.00,.09,-.02,.23,2.685,0,2.66,1.35,5.88,2.48,X,2.89,S,15 JAN 27,320,162.90,X,166.30,X,<empty>,5,8.14%,91.86%,135 x 127,-.74,73.42%,.00,-.68,-.04,.34,2.44,162.16,0,0,169.25,,
,,9,"1,315",96.34%,3.66%,"347 x 1,618",.09,52.88%,.00,.09,-.02,.22,2.575,0,2.28,1.39,5.74,2.05,X,3.10,J,15 JAN 27,330,172.65,X,176.25,X,<empty>,2,7.90%,92.10%,135 x 127,-.73,76.51%,.00,-.69,-.04,.35,2.29,172.16,0,0,179.34,,
,,130,"1,599",96.97%,3.03%,92 x 48,.08,52.12%,.00,.08,-.02,.20,2.09,0,2.05,1.19,4.92,1.94,X,2.24,X,15 JAN 27,340,182.25,X,186.25,X,<empty>,2,7.67%,92.33%,100 x 102,-.72,79.47%,.00,-.69,-.04,.35,2.09,182.16,0,0,189.37,,
,,12,"2,501",97.53%,2.47%,"1,419 x 193",.06,51.26%,.00,.06,-.02,.17,1.665,0,1.74,1.08,4.15,1.24,J,2.09,X,15 JAN 27,350,192.25,X,196.25,X,<empty>,6,7.53%,92.47%,101 x 101,-.71,83.03%,.00,-.70,-.04,.35,2.09,192.16,0,0,199.69,,
,,54,"1,082",97.71%,2.29%,286 x 619,.06,52.31%,.00,.06,-.02,.17,1.61,0,1.61,1.11,4.08,1.32,X,1.90,J,15 JAN 27,360,202.45,X,206.25,X,<empty>,0,7.44%,92.56%,131 x 123,-.70,86.87%,.00,-.71,-.05,.36,2.19,202.16,0,0,210.16,,
,,44,693,98.18%,1.82%,"1,387 x 42",.05,51.19%,.00,.05,-.01,.14,1.24,0,1.42,1.29,3.36,.89,J,1.59,C,15 JAN 27,370,212.90,X,216.25,X,2,0,7.39%,92.61%,135 x 127,-.68,91.05%,.00,-.73,-.05,.37,2.415,212.16,220.70,220.65,220.79,,
,,58,573,98.25%,1.75%,862 x 848,.05,52.57%,.00,.05,-.01,.14,1.26,0,1.24,.97,3.43,.96,J,1.56,J,15 JAN 27,380,223.05,X,226.25,X,<empty>,0,7.29%,92.71%,128 x 123,-.67,94.81%,.00,-.75,-.05,.37,2.49,222.16,0,0,231.22,,
,,1,472,98.47%,1.53%,95 x 69,.04,52.61%,.00,.04,-.01,.13,1.105,0,.82,.82,3.12,.92,X,1.29,X,15 JAN 27,390,233.50,M,236.25,X,<empty>,0,7.23%,92.77%,10 x 123,-.65,98.98%,.00,-.76,-.06,.38,2.715,232.16,0,0,241.86,,
,,874,"10,391",98.67%,1.33%,5 x 200,.04,52.64%,.00,.04,-.01,.12,.97,0,1.00,.50,2.84,.80,X,1.14,X,15 JAN 27,400,242.50,X,246.25,X,<empty>,0,7.02%,92.98%,131 x 127,-.65,101.22%,.00,-.75,-.06,.38,2.215,242.16,0,0,251.51,,
,,6,538,98.08%,1.92%,"1,111 x 1,395",.06,59.31%,.00,.06,-.02,.16,1.74,0,.90,.54,4.50,.49,J,2.99,J,15 JAN 27,410,253.60,M,256.25,X,<empty>,0,7.02%,92.98%,10 x 127,-.63,106.25%,.00,-.78,-.06,.38,2.765,252.16,0,0,262.58,,
,,84,"1,054",98.92%,1.08%,345 x 640,.03,53.36%,.00,.03,-.01,.10,.815,0,.79,.39,2.52,.58,J,1.05,J,15 JAN 27,420,262.30,X,266.25,X,<empty>,0,6.81%,93.19%,130 x 127,-.62,108.14%,.00,-.77,-.06,.38,2.115,262.16,0,0,272.04,,
,,18,890,99.07%,0.93%,838 x 494,.03,53.22%,.00,.03,-.01,.09,.705,0,.74,.36,2.27,.45,J,.96,J,15 JAN 27,430,272.50,X,276.25,X,<empty>,0,6.73%,93.27%,135 x 127,-.61,111.99%,.00,-.78,-.07,.39,2.215,272.16,0,0,282.51,,
,,28,454,99.12%,0.88%,"1,397 x 1,419",.03,54.09%,.00,.03,-.01,.09,.695,0,.71,.52,2.26,.28,J,1.11,J,15 JAN 27,440,282.30,X,286.25,X,<empty>,0,6.62%,93.38%,125 x 122,-.60,115.33%,.00,-.79,-.07,.39,2.115,282.16,0,0,292.71,,
,,25,658,99.03%,0.97%,"919 x 1,264",.03,56.54%,.00,.03,-.01,.10,.835,0,.59,.31,2.62,.34,J,1.33,J,15 JAN 27,450,293.50,W,296.25,X,<empty>,0,6.61%,93.39%,1 x 127,-.58,120.47%,.00,-.81,-.08,.39,2.715,292.16,0,0,303.82,,
,,38,813,99.12%,0.88%,"1,490 x 1,398",.03,56.80%,.00,.03,-.01,.09,.77,0,.53,.39,2.48,.13,J,1.41,J,15 JAN 27,460,302.50,X,306.25,X,<empty>,0,6.46%,93.54%,135 x 127,-.57,122.80%,.00,-.80,-.08,.39,2.215,302.16,0,0,313.50,,
,,41,833,99.10%,0.90%,"476 x 1,076",.03,58.29%,.00,.03,-.01,.10,.825,0,.49,.25,2.63,.24,X,1.41,J,15 JAN 27,470,312.40,X,316.25,X,<empty>,0,6.36%,93.64%,131 x 123,-.56,126.28%,.00,-.81,-.08,.40,2.165,312.16,0,0,323.76,,
,,45,884,99.43%,0.57%,450 x 631,.02,54.84%,.00,.02,-.01,.07,.475,0,.45,.21,1.74,.23,X,.72,J,15 JAN 27,480,322.50,X,326.25,X,<empty>,0,6.28%,93.72%,135 x 127,-.55,130.02%,.00,-.81,-.08,.40,2.215,322.16,0,0,334.15,,
,,105,955,99.18%,0.82%,"469 x 1,014",.03,59.73%,.00,.03,-.01,.09,.795,0,.41,.18,2.58,.19,X,1.40,J,15 JAN 27,490,332.40,X,336.25,X,<empty>,0,6.18%,93.82%,130 x 127,-.54,133.51%,.00,-.82,-.09,.40,2.165,332.16,0,0,344.40,,
,,917,"4,171",99.64%,0.36%,322 x 10,.01,52.92%,.00,.01,.00,.05,.28,0,.38,.17,1.18,.18,J,.38,J,15 JAN 27,500,342.45,X,346.25,X,<empty>,0,6.10%,93.90%,131 x 123,-.53,137.20%,.00,-.82,-.09,.40,2.19,342.16,0,0,354.75,,
,,289,"6,256",99.63%,0.37%,41 x 2,.01,54.33%,.00,.01,.00,.05,.31,0,.30,.15,1.28,.22,N,.40,Z,15 JAN 27,510,352.45,X,356.25,X,<empty>,0,6.01%,93.99%,135 x 127,-.51,140.82%,.00,-.83,-.09,.40,2.19,352.16,0,0,365.07,,

19 MAR 27  (340)  100
,,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,Gamma,Rho,Theta,Vega,Extrinsic,Intrinsic,High,Low,Theo Price,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,Gamma,Rho,Theta,Vega,Extrinsic,Intrinsic,High,Low,Theo Price,,
,,8,28,11.16%,88.84%,176 x 146,.95,57.89%,.00,.52,-.01,.13,2.21,87.84,88.00,88.00,91.62,88.15,J,91.95,J,19 MAR 27,70,2.49,J,2.91,X,16,788,84.40%,15.60%,304 x 192,-.05,65.35%,.00,-.09,-.01,.16,2.70,0,3.00,2.89,4.55,,
,,<empty>,12,13.45%,86.55%,148 x 119,.94,57.50%,.00,.55,-.01,.15,2.91,82.84,0,0,87.61,84.00,X,87.50,A,19 MAR 27,75,3.10,X,4.05,J,30,194,81.46%,18.54%,"252 x 1,154",-.06,65.62%,.00,-.12,-.02,.19,3.575,0,3.57,3.55,5.75,,
,,1,16,15.67%,84.33%,145 x 106,.93,56.80%,.00,.58,-.02,.18,3.66,77.84,79.03,79.03,83.64,79.90,X,83.10,N,19 MAR 27,80,3.50,J,4.30,X,27,205,80.55%,19.45%,766 x 92,-.07,62.59%,.00,-.13,-.02,.21,3.90,0,4.90,4.90,6.15,,
,,<empty>,12,18.51%,81.49%,150 x 94,.92,56.85%,.00,.60,-.02,.21,4.66,72.84,0,0,79.97,75.95,X,79.05,Z,19 MAR 27,85,4.40,J,6.10,J,1,84,76.77%,23.23%,"715 x 1,289",-.09,63.99%,.00,-.17,-.02,.24,5.25,0,5.04,5.04,7.90,,
,,<empty>,41,21.61%,78.39%,200 x 103,.90,57.13%,.00,.62,-.02,.25,5.86,67.84,0,0,76.52,72.10,J,75.30,A,19 MAR 27,90,4.50,J,6.45,J,<empty>,"2,533",76.22%,23.78%,988 x 732,-.10,60.35%,.00,-.18,-.02,.26,5.475,0,0,0,8.13,,
,,<empty>,30,24.20%,75.80%,340 x 205,.88,56.56%,.00,.64,-.03,.28,6.985,62.84,0,0,72.93,68.20,J,71.45,A,19 MAR 27,95,6.50,X,7.40,J,<empty>,693,72.70%,27.30%,328 x 483,-.12,61.19%,.00,-.22,-.02,.30,6.95,0,0,0,9.95,,
,,21,69,27.04%,72.96%,527 x 319,.87,56.28%,.00,.65,-.03,.31,8.31,57.84,65.12,56.50,69.55,64.55,J,67.75,J,19 MAR 27,100,7.70,X,8.65,J,10,"3,469",70.08%,29.92%,374 x 761,-.13,60.65%,.00,-.25,-.03,.33,8.175,0,9.50,8.00,11.40,,
,,4,23,30.05%,69.95%,386 x 226,.85,56.21%,.00,.65,-.03,.34,9.835,52.84,61.90,56.68,66.37,61.05,J,64.30,J,19 MAR 27,105,8.40,J,10.70,J,164,988,67.39%,32.61%,"1,086 x 1,089",-.15,60.22%,.00,-.29,-.03,.35,9.55,0,11.45,10.05,13.00,,
,,68,91,32.64%,67.36%,628 x 271,.83,55.48%,.00,.66,-.03,.37,11.26,47.84,59.02,47.58,63.03,57.70,J,60.50,J,19 MAR 27,110,10.50,X,11.60,J,<empty>,"1,035",64.70%,35.30%,86 x 686,-.17,59.81%,.00,-.32,-.03,.38,11.05,0,0,0,14.70,,
,,11,43,35.58%,64.42%,527 x 268,.81,55.30%,.00,.66,-.04,.40,13.01,42.84,52.55,45.00,60.04,54.35,J,57.35,J,19 MAR 27,115,11.80,J,13.85,J,6,"3,563",61.82%,38.18%,"511 x 1,292",-.19,59.77%,.00,-.36,-.03,.41,12.825,0,14.35,12.62,16.70,,
,,13,165,38.47%,61.53%,656 x 409,.79,55.10%,.00,.66,-.04,.43,14.885,37.84,53.00,40.80,57.15,51.20,J,54.25,J,19 MAR 27,120,13.00,J,14.60,X,5,380,60.14%,39.86%,995 x 177,-.21,57.57%,.00,-.39,-.03,.43,13.80,0,17.00,14.55,17.71,,
,,3,42,41.53%,58.47%,513 x 339,.76,55.26%,.00,.65,-.04,.45,17.06,32.84,47.00,45.75,54.58,48.20,J,51.60,J,19 MAR 27,125,14.80,J,16.75,J,43,"2,007",57.33%,42.67%,"1,001 x 528",-.23,57.49%,.00,-.43,-.04,.46,15.775,0,17.20,16.60,19.86,,
,,<empty>,85,44.09%,55.91%,493 x 29,.74,54.59%,.00,.65,-.04,.48,18.985,27.84,0,0,51.67,45.30,J,48.35,M,19 MAR 27,130,17.50,J,19.75,J,124,"1,448",53.88%,46.12%,"240 x 1,786",-.25,58.93%,.00,-.48,-.04,.48,18.625,0,19.30,18.49,23.00,,
,,40,"1,026",47.26%,52.74%,357 x 356,.72,55.35%,.00,.64,-.04,.50,21.735,22.84,43.90,36.75,49.68,43.75,X,45.40,J,19 MAR 27,135,18.35,J,21.50,J,4,209,52.07%,47.93%,"1,448 x 930",-.27,56.91%,.00,-.51,-.04,.50,19.925,0,22.91,22.91,24.28,,
,,55,253,49.78%,50.22%,766 x 638,.70,54.84%,.00,.63,-.05,.52,23.985,17.84,41.50,32.00,47.06,40.00,J,43.65,J,19 MAR 27,140,21.25,J,23.80,J,38,"1,767",49.29%,50.71%,"456 x 1,022",-.30,57.28%,.00,-.55,-.04,.52,22.525,0,27.20,23.75,27.04,,
,,42,279,52.27%,47.73%,972 x 756,.67,54.39%,.00,.62,-.05,.54,26.385,12.84,39.35,30.78,44.58,37.55,J,40.90,J,19 MAR 27,145,23.75,X,25.75,J,2,813,46.96%,53.04%,399 x 389,-.32,56.69%,.00,-.59,-.04,.54,24.75,0,25.85,25.85,29.33,,
,,93,468,54.91%,45.09%,441 x 608,.65,54.65%,.00,.61,-.05,.55,29.285,7.84,36.95,29.40,42.64,36.15,J,38.10,J,19 MAR 27,150,26.00,J,29.25,J,19,"1,828",44.39%,55.61%,501 x 735,-.34,57.08%,.00,-.63,-.04,.55,27.625,0,32.00,27.65,32.33,,
,,141,286,57.27%,42.73%,813 x 806,.63,54.28%,.00,.59,-.05,.57,31.96,2.84,34.85,31.80,40.40,33.45,J,36.15,J,19 MAR 27,155,29.10,X,31.50,J,5,345,42.09%,57.91%,303 x 595,-.37,56.90%,.00,-.67,-.04,.57,30.30,0,30.67,30.15,35.06,,
,,213,277,59.60%,40.40%,576 x 569,.60,54.08%,.00,.58,-.05,.58,32.675,0,32.45,29.65,38.35,31.65,J,33.70,J,19 MAR 27,160,31.60,X,33.40,X,84,405,40.08%,59.92%,393 x 317,-.39,55.69%,.00,-.70,-.04,.58,30.34,2.16,35.08,32.90,37.22,,
,,43,333,61.79%,38.21%,"1,198 x 930",.58,53.60%,.00,.57,-.05,.59,30.50,0,32.00,25.05,36.22,28.75,J,32.25,J,19 MAR 27,165,34.40,X,36.55,A,2,"1,311",37.89%,62.11%,396 x 343,-.41,55.66%,.00,-.74,-.04,.58,28.315,7.16,37.60,37.60,40.22,,
,,103,502,63.94%,36.06%,"1,216 x 955",.56,53.29%,.00,.55,-.05,.59,28.525,0,27.90,25.43,34.27,26.70,J,30.35,J,19 MAR 27,170,37.30,X,40.10,X,5,96,35.77%,64.23%,310 x 338,-.43,55.87%,.00,-.77,-.04,.59,26.54,12.16,39.58,39.58,43.49,,
,,271,614,66.10%,33.90%,1 x 715,.54,54.32%,.00,.53,-.05,.60,27.45,0,27.22,20.00,33.33,26.80,N,28.10,J,19 MAR 27,175,40.55,X,43.55,X,42,243,33.76%,66.24%,368 x 423,-.45,56.12%,.00,-.80,-.04,.59,24.89,17.16,44.35,42.50,46.86,,
,,18,742,67.99%,32.01%,"1,124 x 190",.51,52.51%,.00,.52,-.05,.60,24.775,0,23.95,22.02,30.52,23.55,J,26.00,X,19 MAR 27,180,43.60,X,46.75,X,1,532,31.90%,68.10%,303 x 355,-.48,55.82%,.00,-.83,-.04,.59,23.015,22.16,49.16,49.16,49.95,,
,,35,189,69.89%,30.11%,732 x 982,.49,53.39%,.00,.50,-.05,.60,23.80,0,22.85,20.47,29.63,22.50,J,25.10,J,19 MAR 27,185,46.85,X,50.10,J,<empty>,142,30.10%,69.90%,310 x 349,-.50,55.67%,.00,-.86,-.04,.59,21.315,27.16,0,0,53.21,,
,,131,457,71.68%,28.32%,400 x 276,.47,53.07%,.00,.48,-.05,.60,22.20,0,21.60,18.50,28.00,21.35,J,23.05,J,19 MAR 27,190,50.55,A,53.50,J,<empty>,164,28.40%,71.60%,160 x 362,-.52,55.79%,.00,-.88,-.04,.59,19.865,32.16,0,0,56.73,,
,,37,212,73.37%,26.63%,39 x 260,.45,53.07%,.00,.47,-.05,.60,20.875,0,20.60,18.05,26.66,20.25,X,21.50,J,19 MAR 27,195,54.05,X,55.95,X,<empty>,26,26.73%,73.27%,179 x 194,-.54,54.79%,.00,-.90,-.04,.59,17.84,37.16,0,0,59.56,,
,,234,"1,300",74.96%,25.04%,"439 x 1,007",.43,53.15%,.00,.45,-.05,.59,19.675,0,19.24,13.20,25.44,18.55,X,20.80,J,19 MAR 27,200,57.35,X,60.55,X,<empty>,45,25.22%,74.78%,312 x 313,-.56,55.32%,.00,-.92,-.04,.58,16.79,42.16,0,0,63.50,,
,,1,242,77.84%,22.16%,"310 x 1,204",.40,53.49%,.00,.42,-.05,.58,17.60,0,13.12,13.12,23.32,16.35,X,18.85,J,19 MAR 27,210,64.80,A,68.10,X,<empty>,54,22.40%,77.60%,292 x 299,-.60,55.32%,.00,-.95,-.04,.57,14.29,52.16,0,0,70.85,,
,,57,352,80.74%,19.26%,941 x 41,.35,51.83%,.00,.38,-.05,.56,14.65,0,14.95,11.05,20.05,13.75,J,15.55,C,19 MAR 27,220,73.00,A,75.95,X,<empty>,177,19.95%,80.05%,66 x 316,-.63,55.80%,.00,-.97,-.04,.55,12.315,62.16,0,0,78.75,,
,,36,289,83.19%,16.81%,"1,200 x 3",.32,51.31%,.00,.35,-.04,.54,12.625,0,13.03,11.00,17.80,11.75,J,13.50,J,19 MAR 27,230,81.20,N,84.10,X,<empty>,57,17.79%,82.21%,21 x 286,-.65,56.16%,.00,-.97,-.03,.52,10.49,72.16,0,0,86.77,,
,,36,275,85.18%,14.82%,"1,470 x 899",.29,51.64%,.00,.32,-.04,.52,11.275,0,11.08,7.69,16.32,10.00,J,12.55,J,19 MAR 27,240,89.40,A,92.50,A,<empty>,27,15.86%,84.14%,96 x 267,-.68,56.41%,.00,-.96,-.03,.50,8.79,82.16,0,0,94.88,,
,,25,250,86.70%,13.30%,3 x 933,.27,52.83%,.00,.30,-.04,.50,10.525,0,10.07,6.70,15.55,10.00,C,11.05,J,19 MAR 27,250,98.15,X,101.15,A,<empty>,59,14.27%,85.73%,22 x 260,-.70,57.15%,.00,-.95,-.03,.48,7.49,92.16,0,0,103.45,,
,,37,853,88.79%,11.21%,"1,560 x 30",.23,50.87%,.00,.26,-.04,.46,8.40,0,8.30,7.45,12.94,7.60,J,9.20,B,19 MAR 27,260,106.55,A,110.00,A,<empty>,7,12.80%,87.20%,211 x 213,-.72,57.48%,.00,-.92,-.03,.45,6.115,102.16,0,0,111.89,,
,,18,496,90.18%,9.82%,790 x 1,.21,50.90%,.00,.24,-.03,.44,7.40,0,7.40,6.55,11.73,6.85,J,7.95,Z,19 MAR 27,270,115.55,A,119.05,A,2,7,11.64%,88.36%,217 x 214,-.73,58.48%,.00,-.90,-.03,.43,5.14,112.16,118.43,118.43,120.82,,

17 JUN 27  (430)  100
,,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,Gamma,Rho,Theta,Vega,Extrinsic,Intrinsic,High,Low,Theo Price,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,Gamma,Rho,Theta,Vega,Extrinsic,Intrinsic,High,Low,Theo Price,,
,,<empty>,43,16.54%,83.46%,325 x 294,.94,59.85%,.00,.59,-.01,.18,3.66,87.84,0,0,93.24,89.50,J,93.50,J,17 JUN 27,70,3.30,A,5.05,J,<empty>,"1,057",79.23%,20.77%,54 x 941,-.06,66.15%,.00,-.16,-.02,.21,4.175,0,0,0,6.07,,
,,2,14,19.14%,80.86%,288 x 145,.92,59.59%,.00,.63,-.02,.22,4.66,82.84,81.00,75.10,89.51,85.50,J,89.50,J,17 JUN 27,75,3.20,J,7.00,J,<empty>,"2,027",76.78%,23.22%,"849 x 1,236",-.07,65.55%,.00,-.19,-.02,.24,5.10,0,0,0,7.21,,
,,2,82,21.45%,78.55%,353 x 365,.91,58.83%,.00,.67,-.02,.25,5.66,77.84,82.00,74.00,85.75,81.50,J,85.50,J,17 JUN 27,80,4.30,J,6.60,J,1,137,76.06%,23.94%,"845 x 1,242",-.08,62.39%,.00,-.20,-.02,.26,5.45,0,6.00,6.00,7.61,,
,,<empty>,76,23.87%,76.13%,377 x 371,.90,58.20%,.00,.70,-.02,.28,6.785,72.84,0,0,82.12,77.50,J,81.75,J,17 JUN 27,85,5.25,J,8.65,J,<empty>,489,72.56%,27.44%,"1,073 x 961",-.10,63.33%,.00,-.25,-.02,.30,6.95,0,0,0,9.42,,
,,2,105,26.60%,73.40%,581 x 503,.88,57.97%,.00,.72,-.02,.31,8.135,67.84,66.00,64.00,78.73,74.00,J,77.95,J,17 JUN 27,90,7.15,C,8.15,J,1,"3,772",71.15%,28.85%,30 x 862,-.11,61.20%,.00,-.27,-.02,.32,7.65,0,9.35,9.35,10.21,,
,,<empty>,67,29.44%,70.56%,437 x 415,.87,57.89%,.00,.73,-.02,.34,9.66,62.84,0,0,75.52,70.80,J,74.20,J,17 JUN 27,95,6.60,J,9.90,J,3,114,69.97%,30.03%,"1,531 x 1,193",-.12,58.74%,.00,-.30,-.02,.35,8.25,0,9.11,9.11,10.87,,
,,14,248,31.33%,68.67%,790 x 570,.85,56.44%,.00,.76,-.03,.37,10.81,57.84,68.40,59.00,71.83,67.00,J,70.30,J,17 JUN 27,100,9.30,J,11.00,J,1,432,66.46%,33.54%,487 x 880,-.14,59.74%,.00,-.35,-.02,.38,10.15,0,10.44,10.44,13.05,,
,,<empty>,35,34.07%,65.93%,449 x 88,.83,56.24%,.00,.77,-.03,.40,12.51,52.84,0,0,68.77,63.75,J,66.95,X,17 JUN 27,105,10.60,J,12.50,J,<empty>,242,64.12%,35.88%,552 x 761,-.16,59.03%,.00,-.39,-.03,.41,11.55,0,0,0,14.60,,
,,<empty>,90,36.78%,63.22%,524 x 339,.82,56.04%,.00,.77,-.03,.43,14.335,47.84,0,0,65.82,60.50,J,63.85,J,17 JUN 27,110,12.60,J,15.35,J,1,628,60.53%,39.47%,"366 x 1,741",-.18,60.44%,.00,-.44,-.03,.44,13.975,0,13.90,13.90,17.31,,
,,31,47,39.71%,60.29%,567 x 476,.80,56.28%,.00,.77,-.03,.46,16.485,42.84,58.90,47.75,63.21,57.50,J,61.15,J,17 JUN 27,115,12.55,J,15.65,J,15,525,60.17%,39.83%,"1,512 x 581",-.19,56.48%,.00,-.46,-.03,.46,14.10,0,16.51,16.50,17.34,,
,,21,137,42.42%,57.58%,496 x 514,.78,56.27%,.00,.77,-.03,.49,18.66,37.84,56.15,45.83,60.59,55.10,J,57.90,J,17 JUN 27,120,15.55,J,18.65,J,14,"1,855",56.36%,43.64%,"1,090 x 1,284",-.21,58.52%,.00,-.52,-.03,.49,17.10,0,19.65,17.65,20.65,,
,,4,94,44.43%,55.57%,604 x 399,.76,55.09%,.00,.78,-.04,.51,20.36,32.84,51.30,43.39,57.41,51.50,J,54.90,J,17 JUN 27,125,17.55,J,19.90,J,10,725,54.35%,45.65%,"826 x 1,288",-.23,57.45%,.00,-.56,-.03,.52,18.725,0,20.11,20.10,22.35,,
,,6,232,47.37%,52.63%,680 x 723,.74,55.78%,.00,.77,-.04,.54,23.135,27.84,51.60,46.70,55.41,49.00,J,52.95,J,17 JUN 27,130,20.05,C,22.60,J,<empty>,"1,780",51.57%,48.43%,"12 x 1,085",-.25,58.04%,.00,-.61,-.03,.54,21.325,0,0,0,25.12,,
,,11,98,50.02%,49.98%,191 x 415,.72,56.15%,.00,.76,-.04,.56,25.885,22.84,48.25,39.21,53.35,47.55,X,49.90,J,17 JUN 27,135,21.70,J,24.60,J,<empty>,"1,087",49.62%,50.38%,904 x 922,-.27,57.00%,.00,-.66,-.03,.56,23.15,0,0,0,26.99,,
,,7,268,51.79%,48.21%,695 x 586,.70,54.62%,.00,.76,-.04,.58,27.66,17.84,44.80,38.00,50.16,44.05,J,46.95,J,17 JUN 27,140,24.45,B,26.20,J,16,756,47.50%,52.50%,25 x 316,-.29,56.43%,.00,-.70,-.03,.58,25.325,0,26.30,25.33,29.23,,
