Stock quote and option quote for AMZN on 4/10/26 07:31:41

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
233.65,Q,0,234.00,Q,234.10,P,900 x 500,"668,709",0,0,0

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
0,<empty>,32.59,<empty>,--,,258.60,165.285,"10,754,251,799",1.85

10 APR 26  (0)  100 (Weeklys)
,,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,,
,,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,,
,,<empty>,58,0.00%,100.00%,<empty>,1.00,0.00%,123.55, ,127.00, ,21 AUG 26,110,.28, ,.32, ,<empty>,325,97.67%,2.33%,<empty>,-.01,58.72%,,
,,<empty>,47,0.00%,100.00%,<empty>,1.00,0.00%,119.15, ,121.85, ,21 AUG 26,115,.35, ,.41, ,<empty>,173,97.19%,2.81%,<empty>,-.01,57.55%,,
,,<empty>,"1,373",0.00%,100.00%,<empty>,1.00,0.00%,114.35, ,116.85, ,21 AUG 26,120,.42, ,.50, ,<empty>,451,96.72%,3.28%,<empty>,-.01,56.10%,,
,,<empty>,116,1.38%,98.62%,<empty>,.99,45.34%,109.50, ,112.20, ,21 AUG 26,125,.56, ,.62, ,<empty>,467,96.01%,3.99%,<empty>,-.02,55.26%,,
,,<empty>,90,0.00%,100.00%,<empty>,1.00,0.00%,104.25, ,107.00, ,21 AUG 26,130,.68, ,.74, ,<empty>,463,95.38%,4.62%,<empty>,-.02,53.93%,,
,,<empty>,26,2.21%,97.79%,<empty>,.99,43.54%,99.95, ,102.25, ,21 AUG 26,135,.83, ,.91, ,<empty>,375,94.58%,5.42%,<empty>,-.03,52.86%,,
,,<empty>,82,2.46%,97.54%,<empty>,.99,41.70%,94.70, ,97.70, ,21 AUG 26,140,1.00, ,1.05, ,<empty>,"2,616",93.82%,6.18%,<empty>,-.03,51.48%,,
,,<empty>,32,4.28%,95.72%,<empty>,.98,43.99%,90.15, ,93.00, ,21 AUG 26,145,1.20, ,1.31, ,<empty>,418,92.77%,7.23%,<empty>,-.04,50.57%,,
,,<empty>,124,6.33%,93.67%,<empty>,.96,45.55%,85.80, ,88.30, ,21 AUG 26,150,1.45, ,1.52, ,<empty>,"1,857",91.73%,8.27%,<empty>,-.05,49.37%,,
,,<empty>,126,6.49%,93.51%,<empty>,.96,42.84%,80.75, ,83.50, ,21 AUG 26,155,1.74, ,1.81, ,<empty>,"2,298",90.50%,9.50%,<empty>,-.05,48.36%,,
,,<empty>,109,8.48%,91.52%,<empty>,.95,43.33%,76.75, ,78.50, ,21 AUG 26,160,2.08, ,2.14, ,<empty>,"5,142",89.13%,10.87%,<empty>,-.06,47.36%,,
,,<empty>,72,11.03%,88.97%,<empty>,.93,44.24%,72.65, ,74.00, ,21 AUG 26,165,2.47, ,2.55, ,<empty>,"5,081",87.57%,12.43%,<empty>,-.08,46.43%,,
,,<empty>,101,12.52%,87.48%,<empty>,.92,43.11%,67.75, ,69.75, ,21 AUG 26,170,2.93, ,3.00, ,<empty>,"5,670",85.87%,14.13%,<empty>,-.09,45.50%,,
,,<empty>,178,14.91%,85.09%,<empty>,.90,43.02%,63.30, ,65.65, ,21 AUG 26,175,3.45, ,3.60, ,<empty>,"3,260",83.91%,16.09%,<empty>,-.10,44.73%,,
,,<empty>,522,17.32%,82.68%,<empty>,.88,42.69%,59.60, ,60.90, ,21 AUG 26,180,4.10, ,4.20, ,<empty>,"5,349",81.81%,18.19%,<empty>,-.12,43.90%,,
,,<empty>,256,19.37%,80.63%,<empty>,.87,41.57%,55.10, ,56.70, ,21 AUG 26,185,4.80, ,4.95, ,<empty>,"3,097",79.51%,20.49%,<empty>,-.14,43.13%,,
,,<empty>,275,22.20%,77.80%,<empty>,.84,41.28%,51.40, ,52.40, ,21 AUG 26,190,5.65, ,5.80, ,<empty>,"3,996",76.96%,23.04%,<empty>,-.16,42.44%,,
,,<empty>,532,25.01%,74.99%,<empty>,.82,40.70%,47.25, ,48.60, ,21 AUG 26,195,6.60, ,6.75, ,<empty>,"6,550",74.26%,25.74%,<empty>,-.18,41.72%,,
,,<empty>,"2,784",28.29%,71.71%,<empty>,.79,40.55%,43.80, ,44.70, ,21 AUG 26,200,7.65, ,7.85, ,<empty>,"7,777",71.38%,28.62%,<empty>,-.21,41.03%,,
,,<empty>,"1,566",31.50%,68.50%,<empty>,.77,40.09%,40.35, ,40.85, ,21 AUG 26,205,8.95, ,9.10, ,<empty>,"4,033",68.23%,31.77%,<empty>,-.24,40.50%,,
,,<empty>,"1,570",35.04%,64.96%,<empty>,.73,39.96%,36.75, ,37.75, ,21 AUG 26,210,10.35, ,10.50, ,<empty>,"3,469",64.97%,35.03%,<empty>,-.27,39.93%,,
,,<empty>,"1,185",38.34%,61.66%,<empty>,.70,39.22%,33.30, ,34.25, ,21 AUG 26,215,11.90, ,12.05, ,<empty>,"3,681",61.59%,38.41%,<empty>,-.30,39.36%,,
,,<empty>,"3,203",41.70%,58.30%,<empty>,.67,38.34%,30.15, ,30.60, ,21 AUG 26,220,13.60, ,13.80, ,<empty>,"2,739",58.09%,41.91%,<empty>,-.33,38.82%,,
,,<empty>,"2,249",45.46%,54.54%,<empty>,.63,38.17%,27.10, ,27.90, ,21 AUG 26,225,15.50, ,15.70, ,<empty>,"2,117",54.50%,45.50%,<empty>,-.37,38.29%,,
,,<empty>,"3,896",49.04%,50.96%,<empty>,.60,37.38%,24.25, ,24.70, ,21 AUG 26,230,17.50, ,17.85, ,<empty>,"1,341",50.86%,49.14%,<empty>,-.41,37.76%,,
,,<empty>,"3,638",52.77%,47.23%,<empty>,.56,36.97%,21.65, ,22.00, ,21 AUG 26,235,19.90, ,20.30, ,<empty>,575,47.14%,52.86%,<empty>,-.45,37.54%,,
,,<empty>,"7,712",56.47%,43.53%,<empty>,.52,36.50%,19.15, ,19.50, ,21 AUG 26,240,22.45, ,22.70, ,<empty>,904,43.49%,56.51%,<empty>,-.48,37.07%,,
,,<empty>,"2,073",60.13%,39.87%,<empty>,.49,36.33%,16.95, ,17.40, ,21 AUG 26,245,24.75, ,25.40, ,<empty>,"1,963",39.87%,60.13%,<empty>,-.52,36.31%,,
,,<empty>,"39,572",63.70%,36.30%,<empty>,.45,35.85%,14.90, ,15.15, ,21 AUG 26,250,27.95, ,28.45, ,<empty>,"1,260",36.37%,63.63%,<empty>,-.56,36.34%,,
,,<empty>,"2,276",67.13%,32.87%,<empty>,.41,35.59%,13.00, ,13.35, ,21 AUG 26,255,31.15, ,32.00, ,<empty>,113,33.07%,66.93%,<empty>,-.60,36.50%,,
,,<empty>,"46,789",70.39%,29.61%,<empty>,.37,35.39%,11.40, ,11.65, ,21 AUG 26,260,34.15, ,35.85, ,<empty>,935,29.93%,70.07%,<empty>,-.64,36.44%,,
,,<empty>,"1,895",73.52%,26.48%,<empty>,.34,35.07%,9.90, ,10.05, ,21 AUG 26,265,37.85, ,39.30, ,<empty>,224,26.97%,73.03%,<empty>,-.67,36.36%,,
,,<empty>,"4,272",76.47%,23.53%,<empty>,.30,34.74%,8.50, ,8.65, ,21 AUG 26,270,40.95, ,43.70, ,<empty>,601,24.22%,75.78%,<empty>,-.71,36.33%,,
,,<empty>,"1,363",79.13%,20.87%,<empty>,.27,34.62%,7.30, ,7.55, ,21 AUG 26,275,44.90, ,47.85, ,<empty>,51,21.82%,78.18%,<empty>,-.73,36.63%,,
,,<empty>,"4,569",81.56%,18.44%,<empty>,.25,34.55%,6.35, ,6.50, ,21 AUG 26,280,48.90, ,51.90, ,<empty>,247,19.49%,80.51%,<empty>,-.76,36.62%,,
,,<empty>,"1,970",83.82%,16.18%,<empty>,.22,34.39%,5.40, ,5.60, ,21 AUG 26,285,53.00, ,55.65, ,<empty>,1,17.07%,82.93%,<empty>,-.80,36.04%,,
,,<empty>,"1,591",85.90%,14.10%,<empty>,.19,34.19%,4.60, ,4.75, ,21 AUG 26,290,57.15, ,60.40, ,<empty>,0,15.37%,84.63%,<empty>,-.82,36.51%,,
,,<empty>,"4,728",87.71%,12.29%,<empty>,.17,34.12%,3.90, ,4.10, ,21 AUG 26,295,61.80, ,64.70, ,<empty>,0,13.78%,86.22%,<empty>,-.84,36.85%,,
,,<empty>,"2,169",89.30%,10.70%,<empty>,.15,34.10%,3.35, ,3.50, ,21 AUG 26,300,66.45, ,69.00, ,<empty>,3,12.24%,87.76%,<empty>,-.86,36.96%,,
,,<empty>,399,90.77%,9.23%,<empty>,.13,33.99%,2.82, ,2.98, ,21 AUG 26,305,71.10, ,73.75, ,<empty>,0,11.15%,88.85%,<empty>,-.87,37.64%,,
,,<empty>,"23,300",91.96%,8.04%,<empty>,.12,34.07%,2.46, ,2.54, ,21 AUG 26,310,75.80, ,78.45, ,<empty>,1,10.11%,89.89%,<empty>,-.88,38.18%,,
,,<empty>,191,93.07%,6.93%,<empty>,.10,34.05%,2.05, ,2.20, ,21 AUG 26,315,80.15, ,83.80, ,<empty>,0,9.43%,90.57%,<empty>,-.89,39.23%,,
,,<empty>,868,94.03%,5.97%,<empty>,.09,34.06%,1.78, ,1.84, ,21 AUG 26,320,85.05, ,88.50, ,<empty>,0,8.71%,91.29%,<empty>,-.90,40.02%,,
,,<empty>,"1,218",94.82%,5.18%,<empty>,.08,34.17%,1.52, ,1.60, ,21 AUG 26,325,90.05, ,93.70, ,<empty>,0,8.63%,91.37%,<empty>,-.89,42.14%,,
,,<empty>,"1,251",95.57%,4.43%,<empty>,.07,34.16%,1.29, ,1.35, ,21 AUG 26,330,95.05, ,98.70, ,<empty>,0,8.39%,91.61%,<empty>,-.89,43.80%,,
,,<empty>,"1,155",96.17%,3.83%,<empty>,.06,34.26%,1.10, ,1.17, ,21 AUG 26,335,100.15, ,103.70, ,<empty>,0,8.25%,91.75%,<empty>,-.89,45.69%,,
,,<empty>,"1,303",96.75%,3.25%,<empty>,.05,34.19%,.92, ,.98, ,21 AUG 26,340,105.10, ,108.60, ,<empty>,0,7.95%,92.05%,<empty>,-.89,47.04%,,
,,<empty>,"2,203",97.55%,2.45%,<empty>,.04,34.53%,.69, ,.74, ,21 AUG 26,350,115.10, ,118.50, ,<empty>,0,7.57%,92.43%,<empty>,-.88,50.17%,,
,,<empty>,381,98.20%,1.80%,<empty>,.03,34.65%,.50, ,.54, ,21 AUG 26,360,125.50, ,128.15, ,<empty>,0,7.37%,92.63%,<empty>,-.87,53.66%,,
,,<empty>,"1,209",98.65%,1.35%,<empty>,.02,34.92%,.37, ,.41, ,21 AUG 26,370,135.10, ,138.15, ,<empty>,0,6.96%,93.04%,<empty>,-.87,56.21%,,

18 SEP 26  (161)  100
,,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,,
,,<empty>,54,0.00%,100.00%,<empty>,1.00,0.00%,128.90, ,132.25, ,18 SEP 26,105,.31, ,.35, ,<empty>,"2,188",97.49%,2.51%,<empty>,-.01,57.29%,,
,,<empty>,33,0.00%,100.00%,<empty>,1.00,0.00%,124.05, ,127.55, ,18 SEP 26,110,.38, ,.45, ,<empty>,710,97.00%,3.00%,<empty>,-.01,56.16%,,
,,<empty>,18,0.86%,99.14%,<empty>,1.00,43.33%,119.55, ,122.40, ,18 SEP 26,115,.48, ,.56, ,<empty>,250,96.42%,3.58%,<empty>,-.02,55.11%,,
,,<empty>,212,2.07%,97.93%,<empty>,.99,46.91%,114.85, ,117.60, ,18 SEP 26,120,.61, ,.65, ,<empty>,280,95.84%,4.16%,<empty>,-.02,53.87%,,
,,<empty>,108,1.71%,98.29%,<empty>,.99,42.85%,110.10, ,112.40, ,18 SEP 26,125,.74, ,.82, ,<empty>,404,95.10%,4.90%,<empty>,-.02,52.91%,,
,,<empty>,44,2.94%,97.06%,<empty>,.99,44.62%,105.35, ,107.70, ,18 SEP 26,130,.90, ,.94, ,<empty>,"5,636",94.42%,5.58%,<empty>,-.03,51.59%,,
,,<empty>,71,4.53%,95.47%,<empty>,.98,46.20%,100.65, ,103.15, ,18 SEP 26,135,1.08, ,1.14, ,<empty>,"1,054",93.55%,6.45%,<empty>,-.03,50.57%,,
,,<empty>,68,5.74%,94.26%,<empty>,.97,46.11%,95.95, ,98.50, ,18 SEP 26,140,1.28, ,1.34, ,<empty>,"2,107",92.66%,7.34%,<empty>,-.04,49.40%,,
,,<empty>,69,6.88%,93.12%,<empty>,.96,45.53%,91.25, ,93.85, ,18 SEP 26,145,1.53, ,1.61, ,<empty>,"1,481",91.56%,8.44%,<empty>,-.04,48.47%,,
,,<empty>,340,8.17%,91.83%,<empty>,.95,44.97%,86.70, ,89.15, ,18 SEP 26,150,1.84, ,1.90, ,<empty>,"5,853",90.35%,9.65%,<empty>,-.05,47.54%,,
,,<empty>,146,8.58%,91.42%,<empty>,.95,42.73%,81.70, ,84.45, ,18 SEP 26,155,2.17, ,2.25, ,<empty>,"6,918",89.04%,10.96%,<empty>,-.06,46.61%,,
,,<empty>,410,10.90%,89.10%,<empty>,.94,43.38%,77.60, ,79.90, ,18 SEP 26,160,2.57, ,2.64, ,<empty>,"16,583",87.57%,12.43%,<empty>,-.07,45.71%,,
,,<empty>,474,12.66%,87.34%,<empty>,.92,42.85%,73.15, ,75.45, ,18 SEP 26,165,3.00, ,3.15, ,<empty>,"5,041",85.92%,14.08%,<empty>,-.08,44.91%,,
,,<empty>,288,15.88%,84.12%,<empty>,.90,44.13%,69.50, ,71.30, ,18 SEP 26,170,3.55, ,3.65, ,<empty>,"10,915",84.15%,15.85%,<empty>,-.10,44.08%,,
,,<empty>,385,16.98%,83.02%,<empty>,.89,42.20%,64.70, ,66.80, ,18 SEP 26,175,4.15, ,4.30, ,<empty>,"10,152",82.17%,17.83%,<empty>,-.11,43.35%,,
,,<empty>,570,19.11%,80.89%,<empty>,.87,41.48%,60.65, ,62.35, ,18 SEP 26,180,4.85, ,5.00, ,<empty>,"11,651",80.05%,19.95%,<empty>,-.13,42.61%,,
,,<empty>,209,21.90%,78.10%,<empty>,.85,41.44%,57.05, ,58.10, ,18 SEP 26,185,5.65, ,5.80, ,<empty>,"6,004",77.75%,22.25%,<empty>,-.15,41.91%,,
,,<empty>,"1,702",24.76%,75.24%,<empty>,.83,41.29%,53.35, ,54.15, ,18 SEP 26,190,6.55, ,6.75, ,<empty>,"9,956",75.25%,24.75%,<empty>,-.17,41.29%,,
,,<empty>,352,27.22%,72.78%,<empty>,.81,40.41%,49.35, ,50.15, ,18 SEP 26,195,7.65, ,7.80, ,<empty>,"5,634",72.53%,27.47%,<empty>,-.19,40.76%,,
,,<empty>,"3,536",30.10%,69.90%,<empty>,.78,39.92%,45.70, ,46.35, ,18 SEP 26,200,8.80, ,9.00, ,<empty>,"11,613",69.72%,30.28%,<empty>,-.22,40.19%,,
,,<empty>,"1,879",33.23%,66.77%,<empty>,.76,39.63%,42.10, ,42.95, ,18 SEP 26,205,10.10, ,10.30, ,<empty>,"3,694",66.78%,33.22%,<empty>,-.24,39.61%,,
,,<empty>,"3,843",36.07%,63.93%,<empty>,.73,38.71%,38.60, ,39.10, ,18 SEP 26,210,11.55, ,11.70, ,<empty>,"7,564",63.74%,36.26%,<empty>,-.27,39.02%,,
,,<empty>,"2,211",39.29%,60.71%,<empty>,.70,38.21%,35.30, ,35.75, ,18 SEP 26,215,13.15, ,13.40, ,<empty>,"5,499",60.51%,39.49%,<empty>,-.30,38.58%,,
,,<empty>,"3,962",42.57%,57.43%,<empty>,.67,37.68%,32.15, ,32.50, ,18 SEP 26,220,14.95, ,15.15, ,<empty>,"7,048",57.24%,42.76%,<empty>,-.34,38.10%,,
,,<empty>,"4,540",46.07%,53.93%,<empty>,.64,37.57%,29.10, ,29.95, ,18 SEP 26,225,16.90, ,17.10, ,<empty>,"2,733",53.90%,46.10%,<empty>,-.37,37.64%,,
,,<empty>,"5,322",49.38%,50.62%,<empty>,.60,36.85%,26.25, ,26.80, ,18 SEP 26,230,19.00, ,19.25, ,<empty>,"3,697",50.52%,49.48%,<empty>,-.40,37.21%,,
,,<empty>,"5,362",52.80%,47.20%,<empty>,.57,36.44%,23.65, ,24.10, ,18 SEP 26,235,21.30, ,21.60, ,<empty>,"5,347",47.13%,52.87%,<empty>,-.44,36.83%,,
,,<empty>,"6,711",56.22%,43.78%,<empty>,.53,36.14%,21.20, ,21.70, ,18 SEP 26,240,23.40, ,24.10, ,<empty>,"1,288",43.78%,56.22%,<empty>,-.48,36.13%,,
,,<empty>,"2,237",59.58%,40.42%,<empty>,.50,35.73%,18.95, ,19.30, ,18 SEP 26,245,26.45, ,26.80, ,<empty>,"1,602",40.42%,59.58%,<empty>,-.51,36.08%,,
,,<empty>,"7,466",62.87%,37.13%,<empty>,.46,35.41%,16.90, ,17.15, ,18 SEP 26,250,29.10, ,29.70, ,<empty>,"1,700",37.15%,62.85%,<empty>,-.55,35.59%,,
,,<empty>,"8,497",66.07%,33.93%,<empty>,.43,35.04%,14.95, ,15.15, ,18 SEP 26,255,31.95, ,33.25, ,<empty>,293,34.02%,65.98%,<empty>,-.59,35.51%,,
,,<empty>,"9,858",69.14%,30.86%,<empty>,.39,34.78%,13.20, ,13.40, ,18 SEP 26,260,35.30, ,37.05, ,<empty>,274,31.13%,68.87%,<empty>,-.62,35.80%,,
,,<empty>,"3,370",72.07%,27.93%,<empty>,.36,34.52%,11.60, ,11.80, ,18 SEP 26,265,38.05, ,41.05, ,<empty>,121,28.26%,71.74%,<empty>,-.65,35.49%,,
,,<empty>,"6,145",74.80%,25.20%,<empty>,.33,34.36%,10.20, ,10.40, ,18 SEP 26,270,42.80, ,44.00, ,<empty>,"1,510",25.74%,74.26%,<empty>,-.68,35.75%,,
,,<empty>,"2,868",77.40%,22.60%,<empty>,.30,34.13%,8.90, ,9.10, ,18 SEP 26,275,46.10, ,48.25, ,<empty>,194,23.27%,76.73%,<empty>,-.72,35.64%,,
,,<empty>,"8,383",79.79%,20.21%,<empty>,.27,33.99%,7.80, ,7.95, ,18 SEP 26,280,49.85, ,52.30, ,<empty>,245,20.95%,79.05%,<empty>,-.75,35.51%,,
,,<empty>,"1,132",82.02%,17.98%,<empty>,.24,33.81%,6.75, ,6.95, ,18 SEP 26,285,53.85, ,56.35, ,<empty>,70,18.79%,81.21%,<empty>,-.77,35.38%,,
,,<empty>,"3,156",84.02%,15.98%,<empty>,.22,33.73%,5.90, ,6.05, ,18 SEP 26,290,58.05, ,61.05, ,<empty>,11,17.16%,82.84%,<empty>,-.79,35.97%,,
,,<empty>,"1,943",85.85%,14.15%,<empty>,.20,33.65%,5.10, ,5.30, ,18 SEP 26,295,62.30, ,65.40, ,<empty>,0,15.43%,84.57%,<empty>,-.82,36.01%,,
,,<empty>,"7,421",87.53%,12.47%,<empty>,.18,33.54%,4.45, ,4.55, ,18 SEP 26,300,66.90, ,69.80, ,<empty>,0,14.00%,86.00%,<empty>,-.84,36.37%,,
,,<empty>,"1,233",89.06%,10.94%,<empty>,.16,33.42%,3.75, ,4.00, ,18 SEP 26,305,71.55, ,74.30, ,<empty>,0,12.74%,87.26%,<empty>,-.85,36.78%,,
,,<empty>,"1,133",90.32%,9.68%,<empty>,.14,33.50%,3.35, ,3.45, ,18 SEP 26,310,76.10, ,78.75, ,<empty>,0,11.40%,88.60%,<empty>,-.87,36.77%,,
,,<empty>,469,91.50%,8.50%,<empty>,.13,33.49%,2.85, ,3.05, ,18 SEP 26,315,80.45, ,84.00, ,<empty>,0,10.61%,89.39%,<empty>,-.88,37.62%,,
,,<empty>,"1,377",92.57%,7.43%,<empty>,.11,33.45%,2.47, ,2.62, ,18 SEP 26,320,85.25, ,88.80, ,<empty>,0,9.87%,90.13%,<empty>,-.89,38.40%,,
,,<empty>,365,93.52%,6.48%,<empty>,.10,33.42%,2.14, ,2.25, ,18 SEP 26,325,90.10, ,93.55, ,<empty>,0,9.18%,90.82%,<empty>,-.89,39.12%,,
,,<empty>,"1,494",94.30%,5.70%,<empty>,.09,33.51%,1.89, ,1.95, ,18 SEP 26,330,95.10, ,98.55, ,<empty>,0,8.91%,91.09%,<empty>,-.89,40.64%,,
,,<empty>,591,95.64%,4.36%,<empty>,.07,33.61%,1.42, ,1.48, ,18 SEP 26,340,105.10, ,108.70, ,<empty>,0,8.57%,91.43%,<empty>,-.89,43.98%,,
,,<empty>,"3,612",96.66%,3.34%,<empty>,.05,33.75%,1.08, ,1.12, ,18 SEP 26,350,115.10, ,118.60, ,<empty>,0,8.14%,91.86%,<empty>,-.88,46.83%,,
,,<empty>,"1,202",97.46%,2.54%,<empty>,.04,33.86%,.81, ,.85, ,18 SEP 26,360,125.05, ,128.15, ,<empty>,0,7.53%,92.47%,<empty>,-.88,48.90%,,
,,<empty>,"1,896",98.05%,1.95%,<empty>,.03,34.05%,.62, ,.65, ,18 SEP 26,370,135.05, ,138.50, ,<empty>,0,7.55%,92.45%,<empty>,-.87,52.69%,,

16 OCT 26  (189)  100
,,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,,
,,<empty>,25,0.31%,99.69%,<empty>,1.00,41.76%,134.20, ,137.70, ,16 OCT 26,100,.25, ,.48, ,<empty>,57,97.28%,2.72%,<empty>,-.01,56.77%,,
,,<empty>,1,1.00%,99.00%,<empty>,1.00,45.76%,129.70, ,132.55, ,16 OCT 26,105,.41, ,.53, ,<empty>,61,96.70%,3.30%,<empty>,-.01,55.91%,,
,,<empty>,0,1.75%,98.25%,<empty>,.99,47.19%,124.90, ,127.75, ,16 OCT 26,110,.49, ,.64, ,<empty>,194,96.20%,3.80%,<empty>,-.02,54.58%,,
,,<empty>,0,2.56%,97.44%,<empty>,.99,47.78%,119.85, ,123.25, ,16 OCT 26,115,.64, ,.78, ,<empty>,64,95.48%,4.52%,<empty>,-.02,53.74%,,
,,<empty>,2,1.98%,98.02%,<empty>,.99,43.13%,115.10, ,118.00, ,16 OCT 26,120,.74, ,.92, ,<empty>,96,94.90%,5.10%,<empty>,-.02,52.34%,,
,,<empty>,0,3.07%,96.93%,<empty>,.99,44.24%,110.35, ,113.30, ,16 OCT 26,125,.89, ,1.10, ,<empty>,137,94.15%,5.85%,<empty>,-.03,51.26%,,
,,<empty>,5,4.18%,95.82%,<empty>,.98,44.62%,105.65, ,108.60, ,16 OCT 26,130,1.14, ,1.28, ,<empty>,50,93.21%,6.79%,<empty>,-.03,50.41%,,
,,<empty>,10,6.10%,93.90%,<empty>,.97,46.18%,101.30, ,103.95, ,16 OCT 26,135,1.34, ,1.47, ,<empty>,82,92.38%,7.62%,<empty>,-.04,49.18%,,
,,<empty>,16,6.40%,93.60%,<empty>,.97,44.06%,96.35, ,99.20, ,16 OCT 26,140,1.61, ,1.78, ,<empty>,77,91.23%,8.77%,<empty>,-.04,48.41%,,
,,<empty>,1,8.76%,91.24%,<empty>,.95,45.52%,92.05, ,94.85, ,16 OCT 26,145,1.89, ,2.10, ,<empty>,459,90.08%,9.92%,<empty>,-.05,47.47%,,
,,<empty>,36,9.27%,90.73%,<empty>,.95,43.52%,87.15, ,90.15, ,16 OCT 26,150,2.25, ,2.36, ,<empty>,722,88.93%,11.07%,<empty>,-.06,46.38%,,
,,<empty>,28,10.98%,89.02%,<empty>,.94,43.30%,82.70, ,85.70, ,16 OCT 26,155,2.63, ,2.76, ,<empty>,688,87.55%,12.45%,<empty>,-.07,45.50%,,
,,<empty>,41,12.23%,87.77%,<empty>,.93,42.20%,78.20, ,81.05, ,16 OCT 26,160,3.10, ,3.25, ,<empty>,747,85.95%,14.05%,<empty>,-.08,44.78%,,
,,<empty>,20,14.76%,85.24%,<empty>,.91,42.67%,74.00, ,77.00, ,16 OCT 26,165,3.55, ,3.85, ,<empty>,577,84.27%,15.73%,<empty>,-.09,44.01%,,
,,<empty>,100,16.74%,83.26%,<empty>,.90,42.17%,70.00, ,72.45, ,16 OCT 26,170,4.15, ,4.45, ,<empty>,216,82.44%,17.56%,<empty>,-.11,43.27%,,
,,<empty>,11,18.31%,81.69%,<empty>,.88,40.96%,65.85, ,67.75, ,16 OCT 26,175,4.85, ,5.05, ,<empty>,"1,983",80.54%,19.46%,<empty>,-.12,42.46%,,
,,<empty>,20,20.99%,79.01%,<empty>,.86,41.00%,61.85, ,63.90, ,16 OCT 26,180,5.65, ,5.85, ,<empty>,"1,777",78.35%,21.65%,<empty>,-.14,41.87%,,
,,<empty>,41,23.72%,76.28%,<empty>,.84,40.96%,57.90, ,60.20, ,16 OCT 26,185,6.50, ,6.75, ,<empty>,"1,124",76.07%,23.93%,<empty>,-.16,41.23%,,
,,<empty>,50,26.21%,73.79%,<empty>,.82,40.43%,54.55, ,55.75, ,16 OCT 26,190,7.50, ,7.75, ,<empty>,"1,121",73.61%,26.39%,<empty>,-.18,40.66%,,
,,<empty>,107,28.82%,71.18%,<empty>,.80,39.90%,50.35, ,52.35, ,16 OCT 26,195,8.60, ,8.90, ,<empty>,"1,118",71.01%,28.99%,<empty>,-.20,40.13%,,
,,<empty>,113,31.09%,68.91%,<empty>,.78,38.73%,46.30, ,48.40, ,16 OCT 26,200,9.85, ,10.10, ,<empty>,"2,259",68.33%,31.67%,<empty>,-.23,39.57%,,
,,<empty>,186,34.61%,65.39%,<empty>,.75,39.25%,43.75, ,44.90, ,16 OCT 26,205,11.20, ,11.70, ,<empty>,140,65.38%,34.62%,<empty>,-.25,39.25%,,
,,<empty>,169,36.89%,63.11%,<empty>,.73,37.70%,39.65, ,41.00, ,16 OCT 26,210,12.70, ,13.20, ,<empty>,318,62.49%,37.51%,<empty>,-.28,38.73%,,
,,<empty>,"1,622",40.51%,59.49%,<empty>,.70,38.27%,37.15, ,38.15, ,16 OCT 26,215,14.40, ,14.95, ,<empty>,360,59.44%,40.56%,<empty>,-.31,38.37%,,
,,<empty>,205,43.38%,56.62%,<empty>,.67,37.39%,33.60, ,34.95, ,16 OCT 26,220,16.25, ,16.75, ,<empty>,416,56.38%,43.62%,<empty>,-.34,37.92%,,
,,<empty>,388,46.66%,53.34%,<empty>,.64,37.35%,31.00, ,32.10, ,16 OCT 26,225,18.20, ,18.75, ,<empty>,139,53.28%,46.72%,<empty>,-.37,37.49%,,
,,<empty>,446,49.73%,50.27%,<empty>,.61,36.71%,28.20, ,29.00, ,16 OCT 26,230,20.25, ,20.50, ,<empty>,103,50.27%,49.73%,<empty>,-.40,36.70%,,
,,<empty>,181,52.83%,47.17%,<empty>,.57,36.00%,25.30, ,26.20, ,16 OCT 26,235,22.55, ,23.25, ,<empty>,87,47.04%,52.96%,<empty>,-.43,36.64%,,
,,<empty>,238,56.06%,43.94%,<empty>,.54,36.09%,22.90, ,24.25, ,16 OCT 26,240,25.10, ,25.75, ,<empty>,19,43.91%,56.09%,<empty>,-.47,36.33%,,
,,<empty>,515,59.15%,40.85%,<empty>,.51,35.46%,20.95, ,21.20, ,16 OCT 26,245,27.70, ,28.50, ,<empty>,6,40.83%,59.17%,<empty>,-.50,36.01%,,
