Stock quote and option quote for AMZN on 4/10/26 07:31:41

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
233.65,Q,0,234.00,Q,234.10,P,900 x 500,"668,709",0,0,0

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
0,<empty>,32.59,<empty>,--,,258.60,165.285,"10,754,251,799",1.85

10 APR 26  (0)  100 (Weeklys)
,,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,,
,,<empty>,37,0.00%,100.00%,<empty>,1.00,--,31.65, ,34.55, ,15 APR 26,200,.04, ,.05, ,<empty>,569,98.99%,1.01%,<empty>,-.01,55.42%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,29.30, ,32.20, ,15 APR 26,202.5,.03, ,.12, ,<empty>,13,98.40%,1.60%,<empty>,-.01,55.21%,,
,,<empty>,177,0.00%,100.00%,<empty>,1.00,--,27.10, ,30.00, ,15 APR 26,205,.05, ,.08, ,<empty>,"2,215",98.50%,1.50%,<empty>,-.01,50.03%,,
,,<empty>,1,0.00%,100.00%,<empty>,1.00,--,24.10, ,27.50, ,15 APR 26,207.5,.04, ,.11, ,<empty>,95,98.21%,1.79%,<empty>,-.02,47.03%,,
,,<empty>,288,0.00%,100.00%,<empty>,1.00,--,22.70, ,24.15, ,15 APR 26,210,.13, ,.17, ,<empty>,555,96.78%,3.22%,<empty>,-.03,47.97%,,
,,<empty>,26,0.00%,100.00%,<empty>,1.00,--,19.30, ,22.05, ,15 APR 26,212.5,.17, ,.24, ,<empty>,128,95.67%,4.33%,<empty>,-.04,46.11%,,
,,<empty>,811,0.00%,100.00%,<empty>,1.00,--,18.50, ,19.10, ,15 APR 26,215,.24, ,.30, ,<empty>,239,94.33%,5.67%,<empty>,-.05,43.88%,,
,,<empty>,600,0.36%,99.64%,<empty>,1.00,22.58%,16.20, ,17.05, ,15 APR 26,217.5,.34, ,.42, ,<empty>,188,92.23%,7.77%,<empty>,-.07,42.20%,,
,,<empty>,866,0.00%,100.00%,<empty>,1.00,--,13.55, ,14.35, ,15 APR 26,220,.48, ,.60, ,<empty>,"1,418",89.34%,10.66%,<empty>,-.10,40.62%,,
,,<empty>,607,5.88%,94.12%,<empty>,.94,26.69%,11.30, ,12.30, ,15 APR 26,222.5,.72, ,.81, ,<empty>,247,85.49%,14.51%,<empty>,-.13,39.03%,,
,,<empty>,756,16.55%,83.45%,<empty>,.84,33.20%,9.20, ,10.60, ,15 APR 26,225,1.04, ,1.15, ,<empty>,519,80.30%,19.70%,<empty>,-.18,37.64%,,
,,<empty>,975,20.99%,79.01%,<empty>,.80,28.87%,7.25, ,7.85, ,15 APR 26,227.5,1.52, ,1.68, ,<empty>,463,73.39%,26.61%,<empty>,-.25,36.79%,,
,,<empty>,750,32.05%,67.95%,<empty>,.69,30.41%,5.65, ,6.05, ,15 APR 26,230,2.16, ,2.36, ,<empty>,670,65.22%,34.78%,<empty>,-.33,35.71%,,
,,<empty>,353,43.27%,56.73%,<empty>,.58,30.73%,4.20, ,4.45, ,15 APR 26,232.5,3.00, ,3.45, ,<empty>,238,55.63%,44.37%,<empty>,-.43,35.49%,,
,,<empty>,844,54.70%,45.30%,<empty>,.47,30.95%,3.00, ,3.15, ,15 APR 26,235,4.15, ,4.80, ,<empty>,26,45.70%,54.30%,<empty>,-.53,35.63%,,
,,<empty>,"1,313",74.71%,25.29%,<empty>,.27,31.76%,1.38, ,1.46, ,15 APR 26,240,7.25, ,8.55, ,<empty>,72,28.70%,71.30%,<empty>,-.70,38.06%,,
,,<empty>,671,87.46%,12.54%,<empty>,.13,33.34%,.61, ,.64, ,15 APR 26,245,11.55, ,13.45, ,<empty>,9,20.32%,79.68%,<empty>,-.78,46.89%,,
,,<empty>,279,93.66%,6.34%,<empty>,.07,36.10%,.30, ,.31, ,15 APR 26,250,15.75, ,18.65, ,<empty>,0,15.11%,84.89%,<empty>,-.83,54.40%,,
,,<empty>,39,96.74%,3.26%,<empty>,.04,38.86%,.14, ,.17, ,15 APR 26,255,20.60, ,23.55, ,<empty>,0,12.23%,87.77%,<empty>,-.86,62.86%,,
,,<empty>,54,98.31%,1.69%,<empty>,.02,41.38%,.06, ,.10, ,15 APR 26,260,25.25, ,28.50, ,<empty>,0,9.69%,90.31%,<empty>,-.88,69.05%,,
,,<empty>,7,98.91%,1.09%,<empty>,.01,45.25%,.02, ,.09, ,15 APR 26,265,30.20, ,33.50, ,<empty>,0,8.59%,91.41%,<empty>,-.89,77.76%,,
,,<empty>,1,99.11%,0.89%,<empty>,.01,50.50%,.01, ,.09, ,15 APR 26,270,35.60, ,38.50, ,<empty>,0,8.73%,91.27%,<empty>,-.89,90.65%,,
,,<empty>,1,99.08%,0.92%,<empty>,.01,57.37%,0, ,.12, ,15 APR 26,275,40.40, ,43.50, ,<empty>,0,7.71%,92.29%,<empty>,-.89,97.57%,,

17 APR 26  (7)  100
,,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,,
,,<empty>,"1,499",0.00%,100.00%,<empty>,1.00,--,122.05, ,124.75, ,17 APR 26,110,0, ,.01, ,<empty>,"1,520",99.92%,0.08%,<empty>,.00,162.65%,,
,,<empty>,280,0.00%,100.00%,<empty>,1.00,--,116.95, ,119.55, ,17 APR 26,115,0, ,.01, ,<empty>,280,99.92%,0.08%,<empty>,.00,153.51%,,
,,<empty>,65,0.00%,100.00%,<empty>,1.00,--,112.10, ,114.55, ,17 APR 26,120,0, ,.01, ,<empty>,673,99.92%,0.08%,<empty>,.00,144.75%,,
,,<empty>,321,0.00%,100.00%,<empty>,1.00,--,106.65, ,109.75, ,17 APR 26,125,0, ,.03, ,<empty>,382,99.79%,0.21%,<empty>,.00,149.12%,,
,,<empty>,62,0.00%,100.00%,<empty>,1.00,--,101.65, ,104.60, ,17 APR 26,130,0, ,.01, ,<empty>,706,99.92%,0.08%,<empty>,.00,128.26%,,
,,<empty>,68,0.00%,100.00%,<empty>,1.00,--,96.55, ,99.95, ,17 APR 26,135,0, ,.01, ,<empty>,693,99.92%,0.08%,<empty>,.00,120.46%,,
,,<empty>,55,0.00%,100.00%,<empty>,1.00,--,91.55, ,94.90, ,17 APR 26,140,0, ,.01, ,<empty>,"2,385",99.91%,0.09%,<empty>,.00,112.94%,,
,,<empty>,24,0.00%,100.00%,<empty>,1.00,--,87.05, ,90.00, ,17 APR 26,145,0, ,.02, ,<empty>,"1,782",99.84%,0.16%,<empty>,.00,111.88%,,
,,<empty>,212,0.00%,100.00%,<empty>,1.00,--,82.05, ,84.90, ,17 APR 26,150,0, ,.05, ,<empty>,"3,275",99.64%,0.36%,<empty>,.00,113.54%,,
,,<empty>,90,0.00%,100.00%,<empty>,1.00,--,76.60, ,79.65, ,17 APR 26,155,0, ,.01, ,<empty>,"4,644",99.91%,0.09%,<empty>,.00,91.78%,,
,,<empty>,"3,213",0.00%,100.00%,<empty>,1.00,--,72.70, ,74.10, ,17 APR 26,160,0, ,.03, ,<empty>,"4,970",99.75%,0.25%,<empty>,.00,93.57%,,
,,<empty>,62,0.00%,100.00%,<empty>,1.00,--,67.15, ,69.70, ,17 APR 26,165,0, ,.10, ,<empty>,"7,525",99.30%,0.70%,<empty>,.00,97.85%,,
,,<empty>,"1,459",0.00%,100.00%,<empty>,1.00,--,62.25, ,64.35, ,17 APR 26,170,.01, ,.05, ,<empty>,"5,000",99.52%,0.48%,<empty>,.00,85.26%,,
,,<empty>,519,0.00%,100.00%,<empty>,1.00,--,56.75, ,59.65, ,17 APR 26,175,.01, ,.02, ,<empty>,"8,182",99.71%,0.29%,<empty>,.00,73.05%,,
,,<empty>,"1,894",0.00%,100.00%,<empty>,1.00,--,53.10, ,54.60, ,17 APR 26,180,.01, ,.03, ,<empty>,"17,901",99.61%,0.39%,<empty>,.00,68.56%,,
,,<empty>,1,0.00%,100.00%,<empty>,1.00,--,49.25, ,52.20, ,17 APR 26,182.5,.01, ,.03, ,<empty>,875,99.60%,0.40%,<empty>,.00,65.21%,,
,,<empty>,588,0.00%,100.00%,<empty>,1.00,--,47.15, ,49.65, ,17 APR 26,185,.02, ,.03, ,<empty>,"13,645",99.51%,0.49%,<empty>,.00,63.40%,,
,,<empty>,52,0.00%,100.00%,<empty>,1.00,--,44.25, ,47.35, ,17 APR 26,187.5,.02, ,.04, ,<empty>,"2,231",99.41%,0.59%,<empty>,.00,61.32%,,
,,<empty>,"3,635",0.00%,100.00%,<empty>,1.00,--,43.05, ,43.95, ,17 APR 26,190,.04, ,.05, ,<empty>,"20,889",99.15%,0.85%,<empty>,-.01,60.77%,,
,,<empty>,68,0.00%,100.00%,<empty>,1.00,--,39.70, ,42.10, ,17 APR 26,192.5,.04, ,.06, ,<empty>,"1,554",99.04%,0.96%,<empty>,-.01,58.10%,,
,,<empty>,"1,892",0.00%,100.00%,<empty>,1.00,--,37.70, ,39.65, ,17 APR 26,195,.06, ,.07, ,<empty>,"14,323",98.77%,1.23%,<empty>,-.01,56.55%,,
,,<empty>,"1,230",0.00%,100.00%,<empty>,1.00,--,35.25, ,37.20, ,17 APR 26,197.5,.06, ,.08, ,<empty>,"4,269",98.63%,1.37%,<empty>,-.01,53.61%,,
,,<empty>,"6,252",0.00%,100.00%,<empty>,1.00,--,32.95, ,34.75, ,17 APR 26,200,.09, ,.10, ,<empty>,"17,380",98.18%,1.82%,<empty>,-.02,52.30%,,
,,<empty>,960,0.00%,100.00%,<empty>,1.00,--,29.70, ,32.25, ,17 APR 26,202.5,.10, ,.13, ,<empty>,"3,323",97.79%,2.21%,<empty>,-.02,50.12%,,
,,<empty>,"5,234",0.00%,100.00%,<empty>,1.00,--,27.35, ,29.80, ,17 APR 26,205,.15, ,.16, ,<empty>,"15,164",97.09%,2.91%,<empty>,-.02,48.74%,,
,,<empty>,"1,136",0.00%,100.00%,<empty>,1.00,--,25.30, ,26.60, ,17 APR 26,207.5,.18, ,.21, ,<empty>,"6,068",96.35%,3.65%,<empty>,-.03,46.79%,,
,,<empty>,"13,069",0.00%,100.00%,<empty>,1.00,--,23.35, ,24.35, ,17 APR 26,210,.25, ,.27, ,<empty>,"11,282",95.23%,4.77%,<empty>,-.04,45.28%,,
,,<empty>,"2,856",0.00%,100.00%,<empty>,1.00,--,20.80, ,21.75, ,17 APR 26,212.5,.33, ,.37, ,<empty>,"5,926",93.74%,6.26%,<empty>,-.06,43.87%,,
,,<empty>,"24,572",0.00%,100.00%,<empty>,1.00,0.00%,18.70, ,19.40, ,17 APR 26,215,.45, ,.49, ,<empty>,"10,387",91.81%,8.19%,<empty>,-.07,42.43%,,
,,<empty>,"6,520",1.44%,98.56%,<empty>,.99,23.68%,16.35, ,17.05, ,17 APR 26,217.5,.61, ,.66, ,<empty>,"2,019",89.28%,10.72%,<empty>,-.10,41.06%,,
,,<empty>,"24,553",9.30%,90.70%,<empty>,.91,32.78%,14.20, ,15.00, ,17 APR 26,220,.85, ,.86, ,<empty>,"17,006",86.06%,13.94%,<empty>,-.13,39.69%,,
,,<empty>,"8,728",13.58%,86.42%,<empty>,.87,32.20%,12.10, ,12.60, ,17 APR 26,222.5,1.15, ,1.22, ,<empty>,"1,363",81.71%,18.29%,<empty>,-.17,38.76%,,
,,<empty>,"31,971",20.39%,79.61%,<empty>,.81,33.16%,10.00, ,10.70, ,17 APR 26,225,1.51, ,1.65, ,<empty>,"11,060",76.68%,23.32%,<empty>,-.22,37.40%,,
,,<empty>,"11,728",29.08%,70.92%,<empty>,.73,35.45%,8.30, ,9.10, ,17 APR 26,227.5,2.05, ,2.26, ,<empty>,"1,013",70.28%,29.72%,<empty>,-.28,36.58%,,
,,<empty>,"38,260",36.16%,63.84%,<empty>,.66,33.61%,6.60, ,7.00, ,17 APR 26,230,2.80, ,2.99, ,<empty>,"11,289",62.92%,37.08%,<empty>,-.35,35.79%,,
,,<empty>,"5,119",45.00%,55.00%,<empty>,.57,33.89%,5.05, ,5.65, ,17 APR 26,232.5,3.80, ,4.10, ,<empty>,"1,171",54.60%,45.40%,<empty>,-.43,35.98%,,
,,<empty>,"32,459",53.96%,46.04%,<empty>,.48,32.48%,3.85, ,3.95, ,17 APR 26,235,4.95, ,5.30, ,<empty>,"2,437",46.21%,53.79%,<empty>,-.52,35.49%,,
,,<empty>,"6,881",63.03%,36.97%,<empty>,.39,32.14%,2.73, ,2.91, ,17 APR 26,237.5,6.05, ,6.95, ,<empty>,128,37.83%,62.17%,<empty>,-.60,34.90%,,
,,<empty>,"18,190",71.54%,28.46%,<empty>,.30,31.73%,1.91, ,2.00, ,17 APR 26,240,7.70, ,8.65, ,<empty>,697,30.17%,69.83%,<empty>,-.68,35.07%,,
,,<empty>,"1,338",78.73%,21.27%,<empty>,.23,31.86%,1.29, ,1.41, ,17 APR 26,242.5,9.50, ,10.90, ,<empty>,8,24.33%,75.67%,<empty>,-.74,36.84%,,
,,<empty>,"17,863",84.25%,15.75%,<empty>,.17,32.51%,.91, ,.99, ,17 APR 26,245,11.90, ,13.15, ,<empty>,118,20.74%,79.26%,<empty>,-.78,40.57%,,
,,<empty>,"16,484",91.80%,8.20%,<empty>,.09,33.77%,.45, ,.46, ,17 APR 26,250,16.45, ,17.50, ,<empty>,160,13.98%,86.02%,<empty>,-.85,43.97%,,
,,<empty>,"5,145",95.50%,4.50%,<empty>,.05,36.03%,.23, ,.26, ,17 APR 26,255,20.65, ,23.55, ,<empty>,4,12.61%,87.39%,<empty>,-.86,54.37%,,
,,<empty>,"13,204",97.50%,2.50%,<empty>,.03,38.21%,.13, ,.14, ,17 APR 26,260,25.60, ,28.50, ,<empty>,11,10.83%,89.17%,<empty>,-.87,62.00%,,
,,<empty>,"4,504",98.40%,1.60%,<empty>,.02,41.28%,.08, ,.10, ,17 APR 26,265,30.60, ,33.40, ,<empty>,20,9.50%,90.50%,<empty>,-.88,69.22%,,
,,<empty>,"9,688",99.04%,0.96%,<empty>,.01,43.51%,.05, ,.06, ,17 APR 26,270,35.70, ,38.50, ,<empty>,0,9.09%,90.91%,<empty>,-.88,78.57%,,
,,<empty>,"5,450",99.33%,0.67%,<empty>,.01,46.49%,.03, ,.05, ,17 APR 26,275,40.60, ,43.50, ,<empty>,0,8.23%,91.77%,<empty>,-.89,85.37%,,
,,<empty>,"9,380",99.59%,0.41%,<empty>,.01,48.40%,.02, ,.03, ,17 APR 26,280,45.30, ,48.10, ,<empty>,0,6.43%,93.57%,<empty>,-.91,86.54%,,
,,<empty>,"6,534",99.63%,0.37%,<empty>,.00,52.62%,.01, ,.04, ,17 APR 26,285,50.55, ,53.15, ,<empty>,0,6.64%,93.36%,<empty>,-.90,96.67%,,
,,<empty>,"2,485",99.66%,0.34%,<empty>,.00,56.72%,.01, ,.04, ,17 APR 26,290,55.60, ,58.50, ,<empty>,0,6.94%,93.06%,<empty>,-.89,107.55%,,
,,<empty>,"1,229",99.73%,0.27%,<empty>,.00,59.39%,0, ,.04, ,17 APR 26,295,60.60, ,63.50, ,<empty>,0,6.66%,93.34%,<empty>,-.89,114.84%,,
,,<empty>,"15,760",99.92%,0.08%,<empty>,.00,55.88%,0, ,.01, ,17 APR 26,300,65.60, ,68.50, ,<empty>,0,6.43%,93.57%,<empty>,-.89,122.08%,,
,,<empty>,"1,041",99.77%,0.23%,<empty>,.00,66.96%,0, ,.04, ,17 APR 26,305,70.25, ,73.50, ,<empty>,0,5.84%,94.16%,<empty>,-.89,126.18%,,
,,<empty>,"3,055",99.93%,0.07%,<empty>,.00,62.58%,0, ,.01, ,17 APR 26,310,75.60, ,78.50, ,<empty>,0,6.08%,93.92%,<empty>,-.89,136.53%,,
,,<empty>,"2,834",99.80%,0.20%,<empty>,.00,74.17%,0, ,.04, ,17 APR 26,315,80.60, ,83.50, ,<empty>,0,5.95%,94.05%,<empty>,-.88,143.75%,,
,,<empty>,"4,800",99.94%,0.06%,<empty>,.00,69.00%,0, ,.01, ,17 APR 26,320,85.60, ,88.50, ,<empty>,0,5.85%,94.15%,<empty>,-.88,150.97%,,
,,<empty>,428,99.94%,0.06%,<empty>,.00,72.11%,0, ,.01, ,17 APR 26,325,90.60, ,93.45, ,<empty>,0,5.72%,94.28%,<empty>,-.88,157.76%,,
,,<empty>,879,99.95%,0.05%,<empty>,.00,75.16%,0, ,.01, ,17 APR 26,330,95.60, ,98.50, ,<empty>,0,5.69%,94.31%,<empty>,-.88,165.42%,,
,,<empty>,"1,590",99.91%,0.09%,<empty>,.00,85.68%,0, ,.02, ,17 APR 26,340,105.60, ,108.50, ,<empty>,0,5.58%,94.42%,<empty>,-.87,179.90%,,
,,<empty>,"19,732",99.92%,0.08%,<empty>,.00,91.85%,0, ,.02, ,17 APR 26,350,115.80, ,118.50, ,<empty>,0,5.63%,94.37%,<empty>,-.86,196.03%,,
,,<empty>,"2,426",99.93%,0.07%,<empty>,.00,97.47%,0, ,.02, ,17 APR 26,360,125.90, ,128.50, ,<empty>,0,5.63%,94.37%,<empty>,-.85,211.33%,,
,,<empty>,"9,570",99.96%,0.04%,<empty>,.00,97.68%,0, ,.01, ,17 APR 26,370,136.00, ,138.50, ,<empty>,0,5.64%,94.36%,<empty>,-.84,226.63%,,

20 APR 26  (10)  100 (Weeklys)
,,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,91.50, ,95.05, ,20 APR 26,140,0, ,.33, ,<empty>,1,98.43%,1.57%,<empty>,-.01,135.10%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,86.45, ,90.05, ,20 APR 26,145,0, ,.33, ,<empty>,0,98.40%,1.60%,<empty>,-.01,126.77%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,81.50, ,84.90, ,20 APR 26,150,0, ,.30, ,<empty>,1,98.48%,1.52%,<empty>,-.01,117.21%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,76.70, ,80.10, ,20 APR 26,155,0, ,.29, ,<empty>,3,98.47%,1.53%,<empty>,-.01,108.95%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,71.75, ,75.00, ,20 APR 26,160,0, ,.27, ,<empty>,0,98.51%,1.49%,<empty>,-.01,100.48%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,66.75, ,70.05, ,20 APR 26,165,0, ,.24, ,<empty>,0,98.59%,1.41%,<empty>,-.01,91.76%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,62.15, ,65.15, ,20 APR 26,170,0, ,.21, ,<empty>,0,98.68%,1.32%,<empty>,-.01,83.28%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,57.15, ,59.80, ,20 APR 26,175,0, ,.17, ,<empty>,3,98.83%,1.17%,<empty>,-.01,74.48%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,52.15, ,55.15, ,20 APR 26,180,0, ,.18, ,<empty>,1,98.70%,1.30%,<empty>,-.01,68.57%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,49.25, ,52.60, ,20 APR 26,182.5,0, ,.19, ,<empty>,0,98.61%,1.39%,<empty>,-.01,65.84%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,46.70, ,49.80, ,20 APR 26,185,0, ,.19, ,<empty>,5,98.57%,1.43%,<empty>,-.01,62.66%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,44.20, ,47.15, ,20 APR 26,187.5,0, ,.11, ,<empty>,12,99.04%,0.96%,<empty>,-.01,55.46%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,41.75, ,45.10, ,20 APR 26,190,0, ,.11, ,<empty>,31,99.00%,1.00%,<empty>,-.01,52.51%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,39.35, ,42.60, ,20 APR 26,192.5,0, ,.27, ,<empty>,4,97.92%,2.08%,<empty>,-.02,56.04%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,36.85, ,39.75, ,20 APR 26,195,0, ,.23, ,<empty>,19,98.08%,1.92%,<empty>,-.02,51.60%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,34.35, ,37.40, ,20 APR 26,197.5,0, ,.34, ,<empty>,1,97.31%,2.69%,<empty>,-.02,51.48%,,
,,<empty>,2,0.00%,100.00%,<empty>,1.00,--,31.90, ,35.30, ,20 APR 26,200,0, ,.34, ,<empty>,221,97.19%,2.81%,<empty>,-.02,48.23%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,29.80, ,32.15, ,20 APR 26,202.5,0, ,.36, ,<empty>,9,96.92%,3.08%,<empty>,-.03,45.42%,,
,,<empty>,14,0.00%,100.00%,<empty>,1.00,--,27.00, ,30.05, ,20 APR 26,205,.03, ,.28, ,<empty>,135,97.09%,2.91%,<empty>,-.02,41.13%,,
,,<empty>,2,0.00%,100.00%,<empty>,1.00,--,24.50, ,27.50, ,20 APR 26,207.5,.07, ,.57, ,<empty>,4,94.82%,5.18%,<empty>,-.04,43.34%,,
,,<empty>,213,0.00%,100.00%,<empty>,1.00,0.00%,22.55, ,25.45, ,20 APR 26,210,.33, ,.51, ,<empty>,84,93.38%,6.62%,<empty>,-.06,42.21%,,
,,<empty>,7,0.00%,100.00%,<empty>,1.00,--,19.75, ,22.85, ,20 APR 26,212.5,.39, ,.66, ,<empty>,19,91.82%,8.18%,<empty>,-.07,40.61%,,
,,<empty>,436,0.00%,100.00%,<empty>,1.00,0.00%,18.40, ,19.95, ,20 APR 26,215,.64, ,.85, ,<empty>,39,89.08%,10.92%,<empty>,-.10,40.32%,,
,,<empty>,49,5.77%,94.23%,<empty>,.95,27.62%,16.05, ,17.90, ,20 APR 26,217.5,.84, ,1.24, ,<empty>,23,85.71%,14.29%,<empty>,-.13,40.08%,,
,,<empty>,400,10.02%,89.98%,<empty>,.91,28.62%,14.10, ,15.35, ,20 APR 26,220,1.14, ,1.36, ,<empty>,51,82.89%,17.11%,<empty>,-.16,38.02%,,
,,<empty>,51,16.38%,83.62%,<empty>,.85,30.47%,12.20, ,13.20, ,20 APR 26,222.5,1.39, ,1.67, ,<empty>,71,79.30%,20.70%,<empty>,-.19,36.12%,,
,,<empty>,247,23.30%,76.70%,<empty>,.78,31.70%,10.55, ,11.10, ,20 APR 26,225,1.91, ,2.27, ,<empty>,81,73.80%,26.20%,<empty>,-.24,35.91%,,
,,<empty>,307,29.89%,70.11%,<empty>,.72,31.38%,8.60, ,9.30, ,20 APR 26,227.5,2.46, ,3.15, ,<empty>,57,67.58%,32.42%,<empty>,-.30,35.78%,,
,,<empty>,352,36.98%,63.02%,<empty>,.65,30.41%,6.85, ,7.45, ,20 APR 26,230,3.35, ,3.65, ,<empty>,72,61.30%,38.70%,<empty>,-.37,34.44%,,
,,<empty>,352,45.43%,54.57%,<empty>,.57,31.52%,5.25, ,6.45, ,20 APR 26,232.5,4.30, ,4.70, ,<empty>,23,54.07%,45.93%,<empty>,-.44,34.06%,,
,,<empty>,358,53.50%,46.50%,<empty>,.49,30.65%,4.25, ,4.65, ,20 APR 26,235,5.40, ,6.30, ,<empty>,5,46.65%,53.35%,<empty>,-.51,34.75%,,
,,<empty>,495,69.88%,30.12%,<empty>,.32,29.06%,2.02, ,2.58, ,20 APR 26,240,8.40, ,9.20, ,<empty>,0,32.63%,67.37%,<empty>,-.65,34.24%,,
,,<empty>,93,81.71%,18.29%,<empty>,.20,30.38%,1.09, ,1.46, ,20 APR 26,245,11.65, ,14.15, ,<empty>,0,22.96%,77.04%,<empty>,-.75,37.69%,,
,,<empty>,145,90.85%,9.15%,<empty>,.10,29.62%,.45, ,.63, ,20 APR 26,250,15.95, ,18.45, ,<empty>,0,15.77%,84.23%,<empty>,-.83,39.89%,,
,,<empty>,21,95.06%,4.94%,<empty>,.06,31.09%,.26, ,.30, ,20 APR 26,255,20.10, ,23.60, ,<empty>,0,11.50%,88.50%,<empty>,-.87,43.39%,,
,,<empty>,180,97.30%,2.70%,<empty>,.03,32.67%,.07, ,.23, ,20 APR 26,260,25.60, ,28.55, ,<empty>,0,11.26%,88.74%,<empty>,-.87,53.10%,,
,,<empty>,3,98.20%,1.80%,<empty>,.02,35.49%,0, ,.21, ,20 APR 26,265,29.70, ,33.50, ,<empty>,0,7.71%,92.29%,<empty>,-.91,53.17%,,
,,<empty>,1,98.71%,1.29%,<empty>,.02,38.46%,0, ,.16, ,20 APR 26,270,35.60, ,38.50, ,<empty>,0,9.12%,90.88%,<empty>,-.88,66.11%,,
,,<empty>,0,98.63%,1.37%,<empty>,.02,44.00%,0, ,.20, ,20 APR 26,275,40.60, ,43.50, ,<empty>,0,8.43%,91.57%,<empty>,-.89,72.51%,,
,,<empty>,1,99.06%,0.94%,<empty>,.01,45.94%,0, ,.14, ,20 APR 26,280,45.60, ,48.50, ,<empty>,0,7.88%,92.12%,<empty>,-.89,78.81%,,
,,<empty>,2,99.00%,1.00%,<empty>,.01,51.09%,0, ,.17, ,20 APR 26,285,50.40, ,53.50, ,<empty>,0,7.13%,92.87%,<empty>,-.90,83.56%,,

22 APR 26  (12)  100 (Weeklys)
,,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Prob.OTM,Prob.ITM,Size,Delta,Impl Vol,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,91.75, ,95.10, ,22 APR 26,140,0, ,.35, ,<empty>,0,98.36%,1.64%,<empty>,-.01,124.67%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,86.45, ,90.20, ,22 APR 26,145,0, ,.34, ,<empty>,2,98.36%,1.64%,<empty>,-.01,116.54%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,81.65, ,84.50, ,22 APR 26,150,0, ,.32, ,<empty>,1,98.40%,1.60%,<empty>,-.01,108.25%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,76.50, ,79.95, ,22 APR 26,155,0, ,.29, ,<empty>,0,98.47%,1.53%,<empty>,-.01,99.76%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,71.55, ,75.15, ,22 APR 26,160,0, ,.26, ,<empty>,1,98.55%,1.45%,<empty>,-.01,91.55%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,66.75, ,69.85, ,22 APR 26,165,0, ,.23, ,<empty>,0,98.64%,1.36%,<empty>,-.01,83.56%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,61.80, ,65.15, ,22 APR 26,170,0, ,.18, ,<empty>,0,98.83%,1.17%,<empty>,-.01,74.77%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,56.70, ,59.85, ,22 APR 26,175,0, ,.18, ,<empty>,0,98.77%,1.23%,<empty>,-.01,68.71%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,54.70, ,57.35, ,22 APR 26,177.5,0, ,.19, ,<empty>,0,98.68%,1.32%,<empty>,-.01,66.22%,,
,,<empty>,0,0.00%,100.00%,<empty>,1.00,--,51.80, ,54.95, ,22 APR 26,180,0, ,.19, ,<empty>,10,98.65%,1.35%,<empty>,-.01,63.24%,,
